Tesla,1121156316150394880,BOSSMANLOVESYOU,3610,2019-04-24 20:57:50,Man I can’t wait to get a Tesla
Tesla,1121156281606209536,VashCoin,178,2019-04-24 20:57:42,@elonmusk where are you dude? Its already 10pm here and I'm still for @Tesla Earnings Reports! 🤔🤔🤔🤔
Tesla,1121156281115369472,CommS007,96,2019-04-24 20:57:42,Why It's Game Set Match for Tesla Autonomy https://t.co/Vg5yW1Sbon via @YouTube
Tesla,1121156258352943104,JamesWo011,37,2019-04-24 20:57:36,"Probably self inflicted by the drivers who did it on behalf of Tesla's competitors...😜
@elonmusk @Porsche @Jaguar @AudiOfficial #Tesla #ElonMusk #glitch #competitors https://t.co/ZnS1pmzUQt"
Tesla,1121156201646047234,ml8_ml8,618,2019-04-24 20:57:23,"Tesla's 30-something CFO is trying to figure out which button to push to send their earnings. If they're going to take a big bath this Q, they should have been ready to push the button seconds after $FB--drown it out in the din."
Tesla,1121156197523050496,MatildaValent14,19,2019-04-24 20:57:22,Honoured to join my Uni mates at #ExtinctionRebellion to fight for change. Still trying to convince them (and my parents) to buy me that Tesla.
Tesla,1121156177713172480,jostreff,129,2019-04-24 20:57:17,Tesla unveils its new Full Self-Driving computer in details: ‘objectively the best chip in the world’ https://t.co/UonCqbaNuS
Tesla,1121156124403625984,John54436259,4,2019-04-24 20:57:04,"Bar none.
What a con artist!
Whoever writes the tell-all about Tesla's collapse needs to put this quote on the frontispiece:
“It would be like owning a horse in three years. I mean, fine if you want to own a horse. But you should go into it with that expectation.”"
Tesla,1121156116795158528,R2112YYZ,2172,2019-04-24 20:57:02,@Tesla $tsla @elonmusk you there Musk? https://t.co/GdU0QcJtyc
Tesla,1121156110407413760,ElCryptoChief,22,2019-04-24 20:57:01,"Tesla | $TSLA

TSLA: Weekly downtrend expires next week...

Long or short it on WCX: https://t.co/GR6swOwuxH https://t.co/JwteDLPGBz"
Tesla,1121156104208158721,Ez_Rider_Voy_X,47,2019-04-24 20:56:59,@CNBCClosingBell Sounds like my girlfriend.  TESLA... pffft.
Tesla,1121156076823547909,dayalra,191,2019-04-24 20:56:53,"Tesla earnings release delayed, ""everybody knows it was a wreck quarter"" --- analyst"
Tesla,1121156025510273024,John54436259,4,2019-04-24 20:56:41,"""The NPV for every RoboTaxi car is expected to be $200,000 (assuming that it will drive for 1 million miles), and this provides a high return on investment for Tesla owners of upwards of $100,000 per car.""
Consumer Reports rated Tesla 27/29 for reliability"
Tesla,1121156021513261057,danvzla,321,2019-04-24 20:56:40,Elon Musk says Tesla will develop an 'electric leaf blower' https://t.co/lOSYD2hx9N via @businessinsider
Tesla,1121156018388365313,DonnyTucker,183,2019-04-24 20:56:39,"I always avoid the tesla drama because I like having my peace. But what is this? Who writes this stuff? $TSLA  #tesla 

https://t.co/p03kfv3EGs"
Tesla,1121156005222465537,tesla_truth,1082,2019-04-24 20:56:36,This is smart actually. Less time for $TSLAQ to try and spin the results before they get a chance to speak on the call.
Tesla,1121155993973379072,ChrsMnn,551,2019-04-24 20:56:33,Live footage leaked of Elon and #tesla investors $tsla https://t.co/olo3Y2gPHg
Tesla,1121155984750026752,Themapster1,13,2019-04-24 20:56:31,@CNBC talk is about @Tesla when ipace is reducing production  by 10k
Tesla,1121155983248506880,WinstonTuskhill,46,2019-04-24 20:56:31,BREAKING: Tesla restructuring as nonprofit.
Tesla,1121155982493716480,MaMcCars,27,2019-04-24 20:56:30,"Georgia wants you Tesla Gigafactory 2 - Home | Facebook
https://t.co/TYQw27LflJ"
Tesla,1121155972955643904,IAmMrFrasier,165,2019-04-24 20:56:28,"10 years ago I dragged my then-gf to NYC to see the car I put a deposit on sight-unseen. 10 years later we're married and both driving 100% electric.

Congrats and thank you to @elonmusk and the @Tesla team (past and present)! Not only great EVs but great cars (and SUVs) 😎 https://t.co/FP9LeTpJ9u"
Tesla,1121155947290718208,Techn0Phreak,5,2019-04-24 20:56:22,Found this Easter egg on @Tesla sign-in / sign-out pages! Just click the background to show alternate image. Your team never ceases to impress me @elonmusk https://t.co/b5CMXguPip
Tesla,1121155927221182465,elmismisimo_AF,137,2019-04-24 20:56:17,in musk we trust @elonmusk @tesla $tsla
Tesla,1121155902814420992,PyrateCat,558,2019-04-24 20:56:11,"Tesla Underground, reporting in. any questions ? allll over my wll, also, my DM's are always open. ONE rule : don't be a fuckin' douchebag. assholish will get you summarily blocked. i am here to help and inform... the flipside of kicking the shit out of assholes, game players, https://t.co/UqEpL42Q4V"
Tesla,1121155902411874304,MTrumbleson,398,2019-04-24 20:56:11,"Mark Tepper, founder and president of Strategic Wealth Partners says $TSLA should be valued at under $100 / share and that ""$100 is on the very high end”.

https://t.co/ycn5o3ODPI https://t.co/EjgMtEVd6U"
Tesla,1121155892521705477,MaccaTheHack,9571,2019-04-24 20:56:09,Want solar panels. Want powerwall https://t.co/N1n0xeLzAi
Tesla,1121155877623353344,JoakimMrtensso1,15,2019-04-24 20:56:05,"@Tesla or @elonmusk, can I use my own referral code when ordering my #Model3? I don't have a previous Tesla, but I have a code with my reservation... Will I maybe even get 1500+1500km of supercharging? 😉
Anybody else tried this? @TeslaClubSweden @Model3Owners"
Google,1121156734846996480,gotchanetworks,87,2019-04-24 20:59:30,@GrayWolfPackets Hi.  Google Cloud gns3 question.  I want to my devices to be able to connect to internet.  I have a nat on the gns3 server but how do i nat my routers and switches?  I cant find any clear answers and totally #confused
Google,1121156730283409413,sbmlnews,617,2019-04-24 20:59:29,"📣 libSBML 5.18.0 has been released! Features include support for callbacks, Python 3.7, updates to 'distrib' and 'spatial', and miscellaneous bug fixes.

Announcement ➜ https://t.co/Ergti8KPJY

Download &amp; general info ➜ https://t.co/bZubGQf2mY

🎇"
Google,1121156721026768896,shahefff,180,2019-04-24 20:59:27,Google sending me new Godzilla trailers 😄
Google,1121156717243437057,lotsloyal,48,2019-04-24 20:59:26,Download this app. I can clear the unfollowers from this ANDROİD app .1231 https://t.co/Dn7e9hL0ss
Google,1121156713170685957,SyisEu,612,2019-04-24 20:59:25,"Watch out for the 'Fiery' Debate between SYIS Participants at TERMIS-EU 2019 in Greece. ""Will unblinded/open peer review result in good science?"" Register your interest here https://t.co/8kuvtH1zGc For those with a team submit an abstract before May 6th!!! @EuTermis https://t.co/q0qcfKA2AD"
Google,1121156709211226114,TheDroneMagazin,135,2019-04-24 20:59:24,"FAA Approves Google’s Drone Startup, Wing, to Conduct Drone Deliveries… https://t.co/yn9bnO1zQE #drones #USA #tech"
Google,1121156702391259139,foresight,220,2019-04-24 20:59:22,Google Spinoff’s Drone Delivery Business First to Get FAA Approval https://t.co/HB40Evmzx8
Google,1121156698905800706,Dems_SealBeach,315,2019-04-24 20:59:21,The fire which ravaged France's iconic Notre Dame Cathedral received seven times more searches on Google than the bombings which rocked Sri Lanka on Easter Sunday and killed nearly 300 people. https://t.co/br7Hr8zzXh
Google,1121156695172927490,markeITing,462,2019-04-24 20:59:20,Microsoft is now more valuable than Google #innovation https://t.co/CMmBp2rRJz via @Verge
Google,1121156681390596096,Sandra_PinkSpag,335,2019-04-24 20:59:17,"Save time using Google Chome, how to view and save webpage bookmarks https://t.co/REGSqRF5eG"
Google,1121156673316499456,simon_t_gibbard,5418,2019-04-24 20:59:15,Hackers using Google Sites to spread banking malware https://t.co/naL5PrvdE2
Google,1121156665372442624,APDTraffic,3499,2019-04-24 20:59:13,Accident @ BOULEVARD SE / WOODWARD AVE SE https://t.co/1L2YXxpM6T
Google,1121156659949330432,globalissuesweb,44864,2019-04-24 20:59:12,#BlockSidewalk’s War Against Google In Canada https://t.co/w5CRMxOBFS https://t.co/uWgzPJ9rzd
Google,1121156654307917828,CheSkulskiCTV,1023,2019-04-24 20:59:11,Why are police south of the border turning to @Google in search of suspects? We examine how police are accessing + using digital data in investigations in the US - @ABPrimetime legal experts @petersankoff @frank_work are in at 6 https://t.co/Jhwyb7igZe
Google,1121156636398292992,BarbaraYanek,4390,2019-04-24 20:59:06,"Look AT thêse Men!... NEW clothing, Ball caps, back packs, new IPhones! They are being PAID. Once they get INTO U.S they Expect U.S Citizens to SUPPORT THEM🚨NO NO
🚨Unskilled won't Assimilate
https://t.co/lRqv8KCoXv"
Google,1121156593142390789,yvetatti,217,2019-04-24 20:58:56,8 new photos by neville newkirk https://t.co/eHhcebAB0J
Google,1121156592664137728,anaxjor,733,2019-04-24 20:58:56,Google Assistant made a lil video of the baby's day out. https://t.co/WuRd48he5q
Google,1121156582967062528,taylor_gayle91,228,2019-04-24 20:58:54,How do Amazon Sponsored Ads and Google Ads differ? Find out the 4 core reasons and why they matter to marketers in our latest blog. https://t.co/vGVY2jz16J
Google,1121156578835611648,ConroeSports,7705,2019-04-24 20:58:53,"On this week’s podcast:
 
⚽️ state recap
🥎 playoff preview
⚾️ playoff picture
 
and @JFoch’s chicken parm lasagna
 
Apple Podcasts: https://t.co/5v4FL2Zr46
 
Google Play: https://t.co/YSgyBsviH8"
Google,1121156560166633474,jmumutheatre,8,2019-04-24 20:58:48,"publishing: we are investing immense resources in marketing the diversity of LGBTQIA literature

me: conducts quick google search of books centering gay men... https://t.co/OhnEJM6qfq"
Google,1121156553267195904,Kahiinabdi,577,2019-04-24 20:58:47,"Well done city 
Manchester City 2-0 Manchester United https://t.co/ThFWlQvoqb"
Google,1121156551123795969,alabbadey,300,2019-04-24 20:58:46,Study Looks at Predictors of Violence in High-Risk Schizophrenia Patients https://t.co/t5vMg9Xkdu
Google,1121156545243258881,1down32go,831,2019-04-24 20:58:45,"Black Professional Cowboys &amp; Cowgirls Association
What a fun event!
Can’t wait to attend again next year

https://t.co/YrKVfL1pYx https://t.co/YrKVfL1pYx"
Google,1121156528743043072,luv_wine,28188,2019-04-24 20:58:41,"Got a favorite quote about wine, or favorite Blog, share it with us https://t.co/f2t4MKjLzF we might just pass it on :)"
Google,1121156524544421888,frostychemist,360,2019-04-24 20:58:40,"Just finished training up four new competitive Shinies: Caulifla the Manectric, NoisyCricket the Clawitzer, Ketchup the Alolan Raichu, and Bombchu the Raichu!

Can't believe both Bombchu and Caulifla have HP Ice!

All My Legit Competitive Shinies:
https://t.co/QdpMlf4YAs https://t.co/B9B3vhqlJk"
Google,1121156518919827456,mtd10mm,1020,2019-04-24 20:58:38,"Facebook, Apple, and Google don't care about your privacy and security—but you should https://t.co/NjtUF68rQ3 via @thenewsrep"
Google,1121156514419441664,alspeakon,28,2019-04-24 20:58:37,I'm not sure I dare Google heterosexual wrangler https://t.co/zCRm6aZy2C
Google,1121156498128695296,RichieInKinder,78,2019-04-24 20:58:33,Kindergarten’s using technology!! They have research an animal and now they are making a google slide presentation. These kids are amazing!! #teamwestgate https://t.co/uyLSYukX9i
Google,1121156496379740162,idewla,341,2019-04-24 20:58:33,"How do I talk to people?

Do I just use Google translate and send messages in a language I actually don't understand?"
Google,1121156466147250176,KentAleHouse,611,2019-04-24 20:58:26,"NFL Draft starts tomorrow at 8 and runs through Saturday. Come early and catch happy hour from 3-7

#happyhour #NFLdraft #brooklyn https://t.co/4n2MB5Uzuq"
Google,1121156466025668608,LSATBlog,4001,2019-04-24 20:58:26,"Great meeting so many of you at last night's LSAT class in NYC! (Recording here: https://t.co/naYzLKN3Bf)

RSVP here for the next one: https://t.co/7hrjr5fxTd https://t.co/k605IgzvAD"
Google,1121156463953453057,Notwittlandon44,2471,2019-04-24 20:58:25,I've always thought we needed a national pigs in a blanket day and according to google today is that day.
Google,1121156457230151683,DavidLogan2020,20557,2019-04-24 20:58:24,"With the explosive use of search on mobile phones, make sure Google knows exactly where you are and what you offer."
Google,1121156444953415683,CharlotteSoc360,57326,2019-04-24 20:58:21,"Pro Tip - Google's 3 new capabilities for Responsive Display Ads:
● Video Assets: Up to 5 video assets. 
● Combinations Report: Provides performance insights.
● Ad Strength Scorecard: New ad strength scorecard measures how well your display ads are set up before they go live. https://t.co/stX0i59QDe"
Google,1121156438787805185,rgmgreen,219,2019-04-24 20:58:19,"5 jobs I’ve had:

• random freelancing incl. reading out things people have asked Google’s virtual assistant so they could test the software with different accents
• flyering 
• bookseller
• copywriter
• waitress at a milkshake bar (yeah, my milkshakes did 😉)"
Google,1121156438271746049,MatWilliams91,1145,2019-04-24 20:58:19,"@fxcuissot Any way I can edit your RACE report: https://t.co/E4WwM2BDa8 and add a product type filter to the hierarchy? I..e ""Tents"", ""Waterproof Jackets""  etc :)"
Google,1121156421134032899,trvmoonchild,636,2019-04-24 20:58:15,never google teeth hair. Never.
Google,1121156421134032897,MatthiasHeil,2172,2019-04-24 20:58:15,"#Lesestoff: Google Docs picks up native offline support, no more browser extension needed ⇨ https://t.co/K4ytDtpY2z ✗ #edtech"
Google,1121156417438801920,mounlwt,467,2019-04-24 20:58:14,Download this app. I can clear the unfollowers from this ANDROİD app .3010 https://t.co/VFKnsYD7ge
Google,1121156408786001922,APDTraffic,3499,2019-04-24 20:58:12,Road Hazard @ PEACHTREE RD NE / W PACES FERRY RD NW https://t.co/lkY0Gqm1it
Google,1121156407007408128,mia4aa_,940,2019-04-24 20:58:12,Don’t talk to me unless you have google earth pro downloaded to your computer
Google,1121156404394352641,123KAMILA2,43,2019-04-24 20:58:11,sexygirlsfuckinggirls hot italian women naked gallery of sex position lactating tube porn best credit cards ⭐️  google videos video 145 sexbeachgirl porn free to watch lisa nicole carson sex jungle teens tight pussy https://t.co/ZrNYr05gVf
Google,1121156395779235840,Tripura_News,145,2019-04-24 20:58:09,"Internet of Things (IoT) Data Management Market Is Booming Worldwide| Sap Se, Google &amp; Logmein https://t.co/ycJkRPqBCh https://t.co/kbfGmm4jPF"
Google,1121156394734931968,ZachMontellaro,3305,2019-04-24 20:58:09,".@DonBeyerVA's endorsement of @PeteButtigieg is now up on Morning Score's endorsement tracker! #VA08's Beyer is Buttigieg's FIRST endorsement. Beyer is also the first Virginian to weigh in, and the rare member of Congress endorsing outside their home state https://t.co/pzeoX5gLd5 https://t.co/9EqreYoyMN"
Google,1121156375596490753,OsborneTraining,835,2019-04-24 20:58:04,"Top 5 Resources for Google Ranking Factors https://t.co/j9FR1uN7z0

#SEOTip #Course #Qualification #OsborneTraining"
Google,1121156369439182848,Phocaz,25,2019-04-24 20:58:03,"Why are my maps offline?!?!
Photogeo and Google Maps API Key explained: https://t.co/9UkMDI8CL3
#Photogeo #Phocaz #AutoCAD #Autodesk #AutoCADMaps https://t.co/bJ2OIePnuS"
Google,1121156362111602688,earthquakesSF,137453,2019-04-24 20:58:01,"A 1.4 magnitude earthquake occurred 1.86mi N of Half Moon Bay, CA. Details: https://t.co/wJcPbZAJD1 Map: https://t.co/vsWCu3yDns"
Google,1121156360115240960,davidrosam,5494,2019-04-24 20:58:00,Google Maps Business Reviews Vanishing After Suspension Removal https://t.co/ZMr5RODjAZ #SEO
Google,1121156352615886848,cvillenewscom,4881,2019-04-24 20:57:59,"If you’re prepared for the raw excitement of real-time note taking from tonight’s Albemarle County Broadband Authority meeting, then clear your calendar for the next hour. https://t.co/WxQ6eqxPdU"
Google,1121156346676518917,lzavo627,147,2019-04-24 20:57:57,So proud of my Ss’ work w/their biography reports! They also created a Google Forms quiz for their class members to take after their presentation! #AlisalStrong @3Rscholars https://t.co/AoNk84KCLR
Google,1121156345221148672,riichi_mj,89,2019-04-24 20:57:57,"New beta version 0.9.1 is now available: https://t.co/W973dIPZmF

Some bugs fixed.

#麻雀 #mahjong"
Google,1121156320223203334,OutMiiMynd,1582,2019-04-24 20:57:51,"why does My Old School have a short snippet in it that sounds like it was sampled... but I can’t pinpoint the song that sampled it in my memory or via Google.

maybe I’m tripping"
Apple,1121156758116790275,offcialvibe,34758,2019-04-24 20:59:35,"https://t.co/fU4YPyYIdt new album Anubis is now available in stores go get it!!!!!!!!
buy officialvybe new clothing brand rap goat

https://t.co/HI6GBmqG5A

follow me on social media

twitter @offcialvibe
facebook @officialartistvibe... https://t.co/fU4YPyYIdt"
Apple,1121156756477042688,younotslime,1884,2019-04-24 20:59:35,this how i’m feeling  https://t.co/L2jOGhqlak
Apple,1121156753629040647,frrrrbih,103,2019-04-24 20:59:34,https://t.co/4qXoGh29dk me and @thetruf21
Apple,1121156747358392321,1DiegoMoney,15735,2019-04-24 20:59:33,PRE ORDER NOW .. “GREEN TAPE” FINALLY HERE .. 1ST TAPE OF THE YEAR FROM ME .. NEW SOUNDS 🎵🎶 HOPE YALL LIKE IT .. ENJOY IT SHARE IT RETWEET IT .. THANKS 💚 https://t.co/3LRZ5jfyMv
Apple,1121156739569680384,morris76058,64,2019-04-24 20:59:31,Can elderberries help fight flu symptoms? New study explains how 'ancient remedy' allegedly works - Fox News https://t.co/oGM5kvBWrS
Apple,1121156731407671297,michael_pickle,21,2019-04-24 20:59:29,I look cool as fuck in my Apple Airpods.
Apple,1121156728932974592,jambo13,472,2019-04-24 20:59:28,A Hacker Says He Can Kill Your Car's Engine While You're Driving - Futurism https://t.co/NCsIoMU6oI
Apple,1121156715481710595,EduWells,17077,2019-04-24 20:59:25,"Annoyed my #iPad’s PDF/Books #App won’t organise and delete PDF pages (hurry up @Apple) but thankfully @foxitsoftware made their usual save-the-day PDF app.
Foxit MobilePDF by Foxit Corporation https://t.co/kdE4PtJ9RE #edTech https://t.co/avSRnwEe1x"
Apple,1121156711606358016,UKfilmchick,943,2019-04-24 20:59:24,"The list of Boy Scouts leaders accused of sexual abuse has nearly 3,000 more names than previously known 🤬- CNN https://t.co/f7N2yXMNCl"
Apple,1121156692782256128,HoldMyBluntt,128182,2019-04-24 20:59:20,Apple Jacks got me like https://t.co/ogDJePM5Ne
Apple,1121156690777395200,SidedoorPod,2090,2019-04-24 20:59:19,"🎧 For our last ep of S3, sail away w/ us to Hawaii. That sound you hear floating on the breeze...that’s the steel guitar, a Hawaiian invention that helped its people preserve their culture &amp; change American music: https://t.co/yT8telncuZ https://t.co/uyE66vjUqv"
Apple,1121156688776769536,LyfeIn2D,418,2019-04-24 20:59:19,Fack  https://t.co/WKhfdUvnry
Apple,1121156684867690498,joyfulmelodyy,309,2019-04-24 20:59:18,in case u need comfortin @meljoy .... i love u baby 🖤 https://t.co/VxC2vBSpBD
Apple,1121156659068526593,ivyxzin,80,2019-04-24 20:59:12,i’ve had this album on repeat for the past two days lol  https://t.co/fcv8NXnZ7J
Apple,1121156655859810307,Rica14,159,2019-04-24 20:59:11,Amazon employees listening to your Alexa chats can see where you live - Mashable https://t.co/IEElT5b28d
Apple,1121156634326327296,apostlensite,1423,2019-04-24 20:59:06,Listening and remembering the powerful time at “Boots” Camp. This meeting was Fire. https://t.co/2CHvRRKrOH
Apple,1121156623618269185,MustBeCharm,5716,2019-04-24 20:59:03,speaking of 🔥🔥🔥🔥 https://t.co/McyBnx5b91
Apple,1121156621860663296,TheFunnyCarmen,2640,2019-04-24 20:59:03,"New @NoSirPod with Brian Simpson! Listen! Write a review! Please and thank you! #podcast 
https://t.co/4XzRpmGEfv https://t.co/G2TVXCVoam"
Apple,1121156610921881601,itsghosthouse,1,2019-04-24 20:59:00,"@EveryApplePro apple should add multilingual support for the keyboard om iOS 13, what do you think?"
Apple,1121156609210630144,packerfrank,180,2019-04-24 20:59:00,iDrop News is giving away a 44mm Nike+ Apple Watch Series 4 in June! Enter to win now! https://t.co/eKSmj7dhsq
Apple,1121156608317198338,SkidmoreChelsea,2055,2019-04-24 20:59:00,"New episode of the Chelsea Skidmore Show is out with @craigpconant! Chelsea chats with comedian Craig Conant about getting sober, being charged with an explosive attack against horse police, getting fired from Trader Joe’s, pranks and more! Listen here: https://t.co/ovConrg8PT https://t.co/akmXqW4AUV"
Apple,1121156607826644992,LinazAxel,164,2019-04-24 20:59:00,"A Mom Recorded Herself At Night To Show What Sleeping Looks Like For Parents And It's So Real, It Makes Me Want To Cry - BuzzFeed

😭😭😭😩 https://t.co/ANCAVmZqh8"
Apple,1121156591787626496,deedickerson1,126,2019-04-24 20:58:56,And now this - https://t.co/lcdYHHKCom https://t.co/IZIOqogoKJ
Apple,1121156588612485120,Playlikeajet1,2647,2019-04-24 20:58:55,"https://t.co/j88b0W0Cu7
Wed pods:
-News w/@Cnimbley/Prospect film w/@Joerb31 
-Draft prospect analytics w/@Jimetrics 
-Mailbag w/@Cnimbley 
-Scout's view w/@ConnieScouts 
-News w/@DarrylSlater
-Bosa/Q Williams/Trade down scenarios w/@BrettKollmann 
-Robby Riddle w/@Michael_Nania"
Apple,1121156587194855425,sarah_shotton1,39,2019-04-24 20:58:55,Best thing I ever bought!😍 #AirPods #Apple https://t.co/u7ievWJ8WD
Apple,1121156587190538240,PodcastToo,537,2019-04-24 20:58:55,There is nothing sexy about a woman wearing a strap on Episode 65 https://t.co/gt70VYUh6w #podcast #podcasting #podcasts #podcastqueens #podcastsociety #podcastsquad #podernfamily https://t.co/E6ViwFen7c
Apple,1121156571847905280,dom_michaela,468,2019-04-24 20:58:51,Beyoncé put Lemonade on Apple Music.. I’m so grateful because I was so sick of going to YouTube lol
Apple,1121156570686074883,ShawnWethington,110,2019-04-24 20:58:51,So sad.. https://t.co/j8b1n3bhvR
Apple,1121156570472169474,NiftyMani,2714,2019-04-24 20:58:51,"A captivating view of Bluffer’s Park and Beach 🏖 at Scarborough Ontario on Brimley Road...

#shotoniphone #shotonapple #shotoniphonexs #iphone #iphonexs #apple #park #beach #nature #scenery #blufferspark #bluffersbeach #bluffers #bluffersparkbeach https://t.co/yA2Dg22HRB"
Apple,1121156564717408256,aphomvongsa,920,2019-04-24 20:58:49,"i wish there was a platform that put all ya music that u have on soundcloud, spotify, apple music, youtube, together sometimes"
Apple,1121156561974583296,callmecolds,1332,2019-04-24 20:58:49,An album to listen to on your phones #WhenItsDay https://t.co/zJwDRuYpLx
Apple,1121156541229355008,outtathisbinary,1234,2019-04-24 20:58:44,"I just notice a lot of overlap between ""Netflix is doomed"" ""Netflix is obsolete"" people and ""Apple products are superior Android is for broke people"" brand loyalist types.

Look, I'm just making the observation. Read into that as you will."
Apple,1121156538691801088,leezypeasy,347,2019-04-24 20:58:43,"iMessage has autocorrected ""werkin"" to ""jerkin"" a dozen times this week and I'm here to say enough is enough. Why is Apple tryna get me caught up?"
Apple,1121156522145247232,antlerslucas,45,2019-04-24 20:58:39,Give the nobel peace prize to apple juice one of these days. That’s shits life changing 🙏
Apple,1121156521839202304,karikar__,207,2019-04-24 20:58:39,Lemonade being put on Apple Music is what my spirit needed
Apple,1121156518966116352,StevenPedian,859,2019-04-24 20:58:38,Slack launches Workflow Builder for businesses to make apps without code - VentureBeat https://t.co/WgjRvYEtrK
Apple,1121156517636362241,talk447,1000,2019-04-24 20:58:38,"One last sample of the Dean Wilson episode, where he and Ricky discussed doing 40 min moto‘s on Tuesdays for @ProMotocross 💪🏼😩😴 on Podcast https://t.co/CLFEWqG3lR YouTube https://t.co/E0dwvNpQPT #RealTalk447 @DeanWilson15 @RickyCarmichael @emig47 https://t.co/dlXghpVSGB"
Apple,1121156515291750400,iPhone7ebayUSA,47,2019-04-24 20:58:37,"New on ebay! Apple iPhone 7, 32GB, Black AT&amp;T, New In Box and Plastic https://t.co/xdZtlhDyDd https://t.co/jAMObH7plN"
Apple,1121156512720785410,tonyacanada,419,2019-04-24 20:58:37,"Is this the new hot zone cooties?
#weareallgoingdown
https://t.co/aCDBieackW"
Apple,1121156496572735489,RichardAgelink,341,2019-04-24 20:58:33,Trump primary challenger Weld calls on president to resign - Fox News https://t.co/gRzhaW4onM
Apple,1121156494546755584,socalflyer68,3,2019-04-24 20:58:33,"@josemangin are they using megadeth ""loved you to deth"" on all these apple ads on twitter?  #metaleverywhere #metalcheerdad"
Apple,1121156491078070273,Ramsestinoco,181,2019-04-24 20:58:32,"What a despicable act ! Of sexual abuse ! 
Just like those bunch of priest ! Shameful this prestigious institutions . Perverts https://t.co/EnpkwdvvYB"
